DexNumber,Name,FlavorText,Grass,Water,Fire
55,Golduck,It appears by waterways at dusk. It may use telekinetic powers if its forehead glows mysteriously.,0,1,0
55,Golduck,"When its forehead shines mysteriously, Golduck can use the full extent of its power.",0,1,0
55,Golduck,It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.,0,1,0
55,Golduck,A Pokémon that lives in lakes. It swims faster than any human swimming champion.,0,1,0
55,Golduck,A GOLDUCK is an adept swimmer. It sometimes joins competitive swimmers in training. It uses psychic powers when its forehead shimmers with light.,0,1,0
55,Golduck,Often seen swimming elegantly by lakeshores. It is often mistaken for the Japanese monster Kappa.,0,1,0
55,Golduck,Its slim and long limbs end in broad flippers. They are used for swimming gracefully in lakes.,0,1,0
55,Golduck,"Often seen swimming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",0,1,0
58,Growlithe,They patrol their territory in pairs. I believe the igneous rock components in the fur of this species are the result of volcanic activity in its habitat.,0,0,1
58,Growlithe,It’s very friendly and faithful to people. It will try to repel enemies by barking and biting.,0,0,1
58,Growlithe,It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,0,0,1
58,Growlithe,It is a Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.,0,0,1
58,Growlithe,"Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.",0,0,1
58,Growlithe,"A Pokémon with a friendly nature. However, it will bark fiercely at anything invading its territory.",0,0,1
58,Growlithe,It has lived alongside humans since ages ago. Its bones have been found in excavations of ruins from the Stone Age.,0,0,1
58,Growlithe,"While it’s quite friendly toward humans once it’s grown used to them, in the wild it must be quite fierce to defend its territory from Rockruff.",0,0,1
58,Growlithe,"It looks cute, but when you approach another Trainer’s Growlithe, it will bark at you and bite.",0,0,1
58,Growlithe,"It’s both clever and loyal, but if a stranger tries to invade its territory, it barks threateningly.",0,0,1
58,Growlithe,"Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won’t forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things.",0,0,1
58,Growlithe,Very friendly and faithful to people. It will try to repel enemies by barking and biting.,0,0,1
58,Growlithe,"Extremely loyal to its Trainer, it will bark at those who approach the Trainer unexpectedly and run them out of town.",0,0,1
58,Growlithe,A Pokémon with a loyal nature. It will remain motionless until it is given an order by its Trainer.,0,0,1
58,Growlithe,"Its superb sense of smell ensures that this POKéMON won’t forget any scent, no matter what. It uses its sense of smell to detect the emotions of others.",0,0,1
58,Growlithe,It is very protective of its territory. It will bark and bite to repel intruders from its space.,0,0,1
58,Growlithe,"It controls a big territory. If it detects an unknown smell, it roars loudly to force out the intruder.",0,0,1
58,Growlithe,Very protective of its territory. It will bark and bite to repel intruders from its space.,0,0,1
59,Arcanine,"Snaps at its foes with fangs cloaked in blazing flame. Despite its bulk, it deftly feints every which way, leading opponents on a deceptively merry chase as it all but dances around them.",0,0,1
59,Arcanine,Its magnificent bark conveys a sense of majesty. Anyone hearing it can’t help but grovel before it.,0,0,1
59,Arcanine,An ancient picture scroll shows that people were captivated by its movement as it ran through prairies.,0,0,1
59,Arcanine,Its proud and regal appearance has captured the hearts of people since long ago.,0,0,1
59,Arcanine,A Pokémon that has long been admired for its beauty. It runs agilely as if on wings.,0,0,1
59,Arcanine,"The sight of it running over 6,200 miles in a single day and night has captivated many people.",0,0,1
59,Arcanine,A legendary Pokémon in the East. Many people are charmed by the grace and beauty of its running.,0,0,1
59,Arcanine,"There are so many old tales about them that they’re called legendary Pokémon, but there are way more of them around than you’d expect.",0,0,1
59,Arcanine,Legends tell of its fighting alongside a general and conquering a whole country.,0,0,1
59,Arcanine,The fire burning inside its body serves as the energy to fuel it as it runs great distances. It appears in many legends.,0,0,1
59,Arcanine,"Overflowing with beauty and majesty, this strong Pokémon appears in ancient Eastern folklore.",0,0,1
59,Arcanine,"Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon’s body is its source of power.",0,0,1
59,Arcanine,This legendary Chinese Pokémon is considered magnificent. Many people are enchanted by its grand mane.,0,0,1
59,Arcanine,"This fleet-footed POKéMON is said to run over 6,200 miles in a single day and night. The fire that blazes wildly within its body is its source of power.",0,0,1
59,Arcanine,A POKéMON that is described in Chinese legends. It is said to race at an unbelievable speed.,0,0,1
59,Arcanine,An ancient picture scroll shows that people were attracted to its movement as it ran through prairies.,0,0,1
59,Arcanine,This legendary Chinese POKEMON is considered magnificent. Many people are enchanted by its grand mane.,0,0,1
59,Arcanine,A legendary POKéMON in China. Many people are charmed by its grace and beauty while running.,0,0,1
59,Arcanine,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,0,0,1
60,Poliwag,"Its skin is so thin, its internal organs are visible. It has trouble walking on its newly grown feet.",0,1,0
60,Poliwag,"In rivers with fast-flowing water, this Pokémon will cling to a rock by using its thick lips, which act like a suction cup.",0,1,0
60,Poliwag,"For Poliwag, swimming is easier than walking. The swirl pattern on its belly is actually part of the Pokémon’s innards showing through the skin.",0,1,0
60,Poliwag,The direction of the spiral on the belly differs by area. It is more adept at swimming than walking.,0,1,0
60,Poliwag,The direction of the swirl on their stomachs differs depending on where they live. Poliwag aficionados can tell them apart at a glance.,0,1,0
60,Poliwag,"Despite the danger, it wants to come up on land. So it does its best to waddle along, but when an enemy finds it, it rushes back to the water.",0,1,0
60,Poliwag,It’s still not very good at walking. Its Trainers should train this Pokémon to walk every day.,0,1,0
60,Poliwag,"The swirl on its belly is its internal organs showing through. If the swirl is tinged white, that means it’s affected by some disease.",0,1,0
60,Poliwag,"Poliwag has a very thin skin. It is possible to see the Pokémon’s spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.",0,1,0
60,Poliwag,Its slick black skin is thin and damp. A part of its internal organs can be seen through the skin as a spiral pattern.,0,1,0
60,Poliwag,The direction of its belly spiral differs by area. The equator is thought to have an effect on this.,0,1,0
60,Poliwag,"Because it is inept at walking on its newly grown legs, it always  swims around in water.",0,1,0
60,Poliwag,"It is possible to see this POKéMON’s spiral innards right through its thin skin. However, the skin is also very flexible. Even sharp fangs bounce right off it.",0,1,0
60,Poliwag,Its newly grown legs prevent it from walking well. It appears to prefer swimming over walking.,0,1,0
60,Poliwag,The swirl on its belly is its insides showing through the skin. It looks clearer after it eats.,0,1,0
60,Poliwag,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,0,1,0
61,Poliwhirl,The spiral pattern on its belly subtly undulates. Staring at it gradually causes drowsiness.,0,1,0
61,Poliwhirl,"This Pokémon’s sweat is a slimy mucus. When captured, Poliwhirl can slither from its enemies’ grasp and escape.",0,1,0
61,Poliwhirl,Staring at the swirl on its belly causes drowsiness. This trait of Poliwhirl’s has been used in place of lullabies to get children to go to sleep.,0,1,0
61,Poliwhirl,"Under attack, it uses its belly spiral to put the foe to sleep. It then makes its escape.",0,1,0
61,Poliwhirl,"Its health suffers when its skin dries out, so be sure to moisturize it diligently.",0,1,0
61,Poliwhirl,"Although it has become capable of living on land, it spends its time in the water, where its prey, fish Pokémon, are plentiful.",0,1,0
61,Poliwhirl,It marches over the land in search of bug Pokémon to eat. Then it takes them underwater so it can dine on them where it’s safe.,0,1,0
61,Poliwhirl,"Although it can live on land, it prefers to stay in the water, where it has fewer natural enemies.",0,1,0
61,Poliwhirl,"The surface of Poliwhirl’s body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.",0,1,0
61,Poliwhirl,"Its two legs are well developed. Even though it can live on the ground, it prefers living in water.",0,1,0
61,Poliwhirl,"It can live in or out of water. When out of water, it constantly sweats to keep its body slimy.",0,1,0
61,Poliwhirl,"The skin on most of its body is moist. However, the skin on its belly spiral feels smooth.",0,1,0
61,Poliwhirl,The swirl on its belly subtly undulates. Staring at it may gradually cause drowsiness.,0,1,0
61,Poliwhirl,"Its body surface is always wet and slick with an oily fluid. Because of this greasy covering, it can easily slip and slide out of the clutches of any enemy in battle.",0,1,0
61,Poliwhirl,"The surface of POLIWHIRL’s body is always wet and slick with an oily fluid. Because of this greasy covering, it can easily slip and slide out of the clutches of any enemy in battle.",0,1,0
61,Poliwhirl,"Though it is skilled at walking, it prefers to live underwater where there is less danger.",0,1,0
61,Poliwhirl,"Under attack, it uses its belly  spiral to put the foe to sleep. It then makes its escape.",0,1,0
61,Poliwhirl,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",0,1,0
62,Poliwrath,"With its extremely tough muscles, it could keep swimming in the Pacific Ocean without resting.",0,1,0
